"idx","full_path","rel_path","top_dir","parent_rel","file_name","stem","ext","size","mtime_utc","sha256","reason_flags","keep_score"
"66","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\5324\J11B.5324.B.325.960  2","J11B直管\5324\J11B.5324.B.325.960  2","J11B直管","J11B直管\5324","J11B.5324.B.325.960  2","J11B.5324.B.325",".960  2","9045","2022-04-07T11:07:20.0000000Z","DE79721BD518193BF9BC4A25C70AD1E12A9F2D32A00335CDBE81AB2D59249EC8","","34"
"67","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\5324\J11B.5324.B.325.963  2","J11B直管\5324\J11B.5324.B.325.963  2","J11B直管","J11B直管\5324","J11B.5324.B.325.963  2","J11B.5324.B.325",".963  2","9045","2022-04-15T04:53:54.0000000Z","C0CB496646275AD86ECF8F4CEEF53C0A9540066A493F4AF88A84CDFB3872F88C","","34"
"68","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\5324\J11B.5324.B.325.976","J11B直管\5324\J11B.5324.B.325.976","J11B直管","J11B直管\5324","J11B.5324.B.325.976","J11B.5324.B.325",".976","9045","2022-05-19T06:26:50.0000000Z","372AB47390C1D0B4A36DA872C0A3EAB59B354867EB5D8897062854A8CDD71C58","","31"
"69","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\5324\J11B.5324.B.325.980  2","J11B直管\5324\J11B.5324.B.325.980  2","J11B直管","J11B直管\5324","J11B.5324.B.325.980  2","J11B.5324.B.325",".980  2","9045","2022-04-15T05:26:36.0000000Z","A458B50E90C310DB29B268668C0F1E5926C9C5DEFD31172C426F524E5DC69BEF","","34"
"70","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\6100\J11B.6100.B.620.000","J11B直管\6100\J11B.6100.B.620.000","J11B直管","J11B直管\6100","J11B.6100.B.620.000","J11B.6100.B.620",".000","5445","2023-09-23T05:40:42.0000000Z","9C88BDF7D2425A848873EF347B0AF1E435E19D176832260C8E8B79E46091F963","","31"
"71","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\6100\J11B.6100.B.880 - 副本.941","J11B直管\6100\J11B.6100.B.880 - 副本.941","J11B直管","J11B直管\6100","J11B.6100.B.880 - 副本.941","J11B.6100.B.880 - 副本",".941","9045","2017-02-13T07:30:22.0000000Z","C4DD14CFB0A3D1501740428AD35F68BE008FE6801A84DAA2C557F6EDF8FD9903","generic_dir","1036"
"72","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\6100\J11B.6100.B.880.957","J11B直管\6100\J11B.6100.B.880.957","J11B直管","J11B直管\6100","J11B.6100.B.880.957","J11B.6100.B.880",".957","9045","2023-08-09T07:07:16.0000000Z","A7AE0CB17B3C5F2885CA06B6E87B91D80A497B5EDFF342CCD85205AD30CEFE67","","31"
"73","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\6100\J11B.6100.B.880.959","J11B直管\6100\J11B.6100.B.880.959","J11B直管","J11B直管\6100","J11B.6100.B.880.959","J11B.6100.B.880",".959","9045","2017-02-13T08:06:26.0000000Z","376BACC20E4C2C141309529E5C5FEC04DBD08420AED26D251FB08ABBA0A3CFD5","","31"
"74","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\6100\J11B.6100.B.885.919","J11B直管\6100\J11B.6100.B.885.919","J11B直管","J11B直管\6100","J11B.6100.B.885.919","J11B.6100.B.885",".919","9045","2017-02-13T08:04:36.0000000Z","498203B3C1FE978D43A1A4A352E07756766FC053E672CDEFF29B06C70DCC57F7","","31"
"75","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\6102\J11B.6102.B.800.907","J11B直管\6102\J11B.6102.B.800.907","J11B直管","J11B直管\6102","J11B.6102.B.800.907","J11B.6102.B.800",".907","9045","2017-02-13T07:45:42.0000000Z","C8A0DBF4226DCA37ECEAF55B31A2CBF3CA4128560543168497286BBFC6DB2E3B","","31"
"76","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\6102\J11B.6102.B.800.911","J11B直管\6102\J11B.6102.B.800.911","J11B直管","J11B直管\6102","J11B.6102.B.800.911","J11B.6102.B.800",".911","9045","2017-02-13T07:33:28.0000000Z","3AF9FBEF7B80D22CD63D3EC6C7FCCEB06E91DD922A6B89BDF218657B8D9DA830","","31"
"77","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\6102\J11B.6102.B.800.919","J11B直管\6102\J11B.6102.B.800.919","J11B直管","J11B直管\6102","J11B.6102.B.800.919","J11B.6102.B.800",".919","9045","2017-02-13T07:28:36.0000000Z","D1FDAD4B23486A446C2ADAD5177FB18A4274AF8CA9460DB605AED00F2390D33B","","31"
"78","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\6102\J11B.6102.B.800.931","J11B直管\6102\J11B.6102.B.800.931","J11B直管","J11B直管\6102","J11B.6102.B.800.931","J11B.6102.B.800",".931","9045","2017-02-13T07:44:18.0000000Z","CC4033DB6E95A9A53AF15B8D90446A007438BA04CDCFBA4199C011B0CC65192D","","31"
"79","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\6102\J11B.6102.B.865.000","J11B直管\6102\J11B.6102.B.865.000","J11B直管","J11B直管\6102","J11B.6102.B.865.000","J11B.6102.B.865",".000","9045","2017-02-13T07:57:14.0000000Z","224BEF9486544E4E90169D21CE436C2AFDA6DDC330491CAAAE3C33769EC647AD","","31"
"80","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\6130\J11B.6130.B.875.966","J11B直管\6130\J11B.6130.B.875.966","J11B直管","J11B直管\6130","J11B.6130.B.875.966","J11B.6130.B.875",".966","9045","2017-02-13T07:34:24.0000000Z","320D4A7611A0FBC57F3A8B613D979AD738DAC5FE1C0B073C9BE67A13DDE95B46","","31"
"81","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\6130\J11B.6130.B.875.967","J11B直管\6130\J11B.6130.B.875.967","J11B直管","J11B直管\6130","J11B.6130.B.875.967","J11B.6130.B.875",".967","9045","2017-02-13T07:46:50.0000000Z","01B282EC6BE21D496CE8E773F647B78FBD1135E29FED006398571485856702F0","","31"
"82","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\6130\J11B.6130.B.875.969","J11B直管\6130\J11B.6130.B.875.969","J11B直管","J11B直管\6130","J11B.6130.B.875.969","J11B.6130.B.875",".969","9045","2017-02-13T07:39:54.0000000Z","430F77FF3093EE8C24A351E98000B753CEF0E34B3A19A76B5F0AB271539CC1B9","","31"
"83","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\6130\J11B.6130.B.875.970","J11B直管\6130\J11B.6130.B.875.970","J11B直管","J11B直管\6130","J11B.6130.B.875.970","J11B.6130.B.875",".970","9045","2017-02-13T07:29:34.0000000Z","AA22ACE36A3F4F65AD674DBC29230543D3E4977D84029B8EB06F91C18DA03DA7","","31"
"84","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\909","J11B直管\805\909","J11B直管","J11B直管\805","909","909","","5445","2023-11-09T06:22:04.0000000Z","1DB72981E329489B1E5B2F91ECF347A45FD4DABE4E3353C2AF7E1670A97D948A","numeric_name|short_name","264"
"85","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.909","J11B直管\805\J11B.6101.B.805.909","J11B直管","J11B直管\805","J11B.6101.B.805.909","J11B.6101.B.805",".909","9045","2018-08-11T05:42:36.0000000Z","939B0C0567C4322C386E91E580807AD4392D3EDE41D7BD61E99986A13776677F","","30"
"86","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.910","J11B直管\805\J11B.6101.B.805.910","J11B直管","J11B直管\805","J11B.6101.B.805.910","J11B.6101.B.805",".910","9045","2017-02-13T07:56:28.0000000Z","0E8F9B21F169493CBC22EF5FA6EC3241FD16993400A652A1A5D9B8EA222C5249","","30"
"87","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.911","J11B直管\805\J11B.6101.B.805.911","J11B直管","J11B直管\805","J11B.6101.B.805.911","J11B.6101.B.805",".911","9045","2017-02-13T07:53:40.0000000Z","98464F55079C4AB717007792FCF56BEFB0CDC38A4D85AA8BAB50934AD2BE6A86","","30"
"88","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.912","J11B直管\805\J11B.6101.B.805.912","J11B直管","J11B直管\805","J11B.6101.B.805.912","J11B.6101.B.805",".912","9045","2017-02-13T07:42:36.0000000Z","9761A84C4482D50C45FE8ACC817464238EDC95C12B1CB7A2D481FB31D234BBCD","","30"
"89","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.913","J11B直管\805\J11B.6101.B.805.913","J11B直管","J11B直管\805","J11B.6101.B.805.913","J11B.6101.B.805",".913","9045","2017-02-13T08:01:10.0000000Z","102D1F31E9C39D5E55FF3C94097DDB2427A7E565FC99F60C5AED705CDDC09C6C","","30"
"90","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.914","J11B直管\805\J11B.6101.B.805.914","J11B直管","J11B直管\805","J11B.6101.B.805.914","J11B.6101.B.805",".914","9045","2017-02-13T07:59:58.0000000Z","35AC89F001B7C3B2427AE97303B9EA4398253DA266DD00B5ADD47A0D5EC32D12","","30"
"91","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.915","J11B直管\805\J11B.6101.B.805.915","J11B直管","J11B直管\805","J11B.6101.B.805.915","J11B.6101.B.805",".915","9045","2017-02-13T08:03:56.0000000Z","F485FBA25F6798D0809E4E471772DE283B2E0889BF2E3EB2EC4DC2F82EDF4A1A","","30"
"92","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.916","J11B直管\805\J11B.6101.B.805.916","J11B直管","J11B直管\805","J11B.6101.B.805.916","J11B.6101.B.805",".916","9045","2017-02-13T07:39:14.0000000Z","009533A5BCC91C1534B16EFE77670074CBD68B7BD14C591A26A18C4D1D1E67FE","","30"
"93","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.920","J11B直管\805\J11B.6101.B.805.920","J11B直管","J11B直管\805","J11B.6101.B.805.920","J11B.6101.B.805",".920","9045","2017-02-13T07:54:18.0000000Z","B13B4B0446210B6771285C84FD52DBE7ABF0A89B613407B7AA66443E1E134CD4","","30"
"94","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.922 2","J11B直管\805\J11B.6101.B.805.922 2","J11B直管","J11B直管\805","J11B.6101.B.805.922 2","J11B.6101.B.805",".922 2","9045","2017-02-13T07:36:10.0000000Z","34C36DC8DE9BFF5224B8A24A12EE47E1B55AEA39113BDA53799BBE18756D1D3F","","32"
"95","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.924","J11B直管\805\J11B.6101.B.805.924","J11B直管","J11B直管\805","J11B.6101.B.805.924","J11B.6101.B.805",".924","9045","2020-03-24T07:01:02.0000000Z","1F0F80E934977E3A95636C43C9B0EC3F4236FB9876A647BBEE7333DC0B88159C","","30"
"96","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.926","J11B直管\805\J11B.6101.B.805.926","J11B直管","J11B直管\805","J11B.6101.B.805.926","J11B.6101.B.805",".926","9045","2017-02-13T07:55:50.0000000Z","BF8BDED16AEAEA4ED64CE431F6D47C1166CD5881BE51110429E28DCCFB0619EC","","30"
"97","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.927","J11B直管\805\J11B.6101.B.805.927","J11B直管","J11B直管\805","J11B.6101.B.805.927","J11B.6101.B.805",".927","7245","2024-01-04T09:04:06.0000000Z","4E25F0867C218580D8D50537005BED1C265DF8BC28244C071E64299954D7C72E","","30"
"98","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.928","J11B直管\805\J11B.6101.B.805.928","J11B直管","J11B直管\805","J11B.6101.B.805.928","J11B.6101.B.805",".928","9045","2017-02-13T07:41:50.0000000Z","9822347642936CEFE625D712ABB453438651F828D3407002A248B9DB20B5BA33","","30"
"99","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.977  2","J11B直管\805\J11B.6101.B.805.977  2","J11B直管","J11B直管\805","J11B.6101.B.805.977  2","J11B.6101.B.805",".977  2","9045","2017-02-13T07:36:56.0000000Z","E051838665FFE65F98A267A70522243E5AB8B59546F6AEA9860FF3D4334246D1","","33"
"100","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\805\J11B.6101.B.805.981  2","J11B直管\805\J11B.6101.B.805.981  2","J11B直管","J11B直管\805","J11B.6101.B.805.981  2","J11B.6101.B.805",".981  2","9045","2020-03-24T07:02:28.0000000Z","76D3EFDAD7A1DC9B96E65A5C73C2FAB00D9FF41CFEAB050521D166DD0706C984","","33"
"101","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\985\J11B.6101.B.985.912","J11B直管\985\J11B.6101.B.985.912","J11B直管","J11B直管\985","J11B.6101.B.985.912","J11B.6101.B.985",".912","9045","2017-02-13T07:58:34.0000000Z","9357E55A30280299DE9C34E24B4C5BCF4B9DB155AF0ED5A268274E9A321998DE","","30"
"102","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\985\J11B.6101.B.985.916","J11B直管\985\J11B.6101.B.985.916","J11B直管","J11B直管\985","J11B.6101.B.985.916","J11B.6101.B.985",".916","9045","2017-02-13T08:02:32.0000000Z","D310C036FB21A92594648196AD580AA130329ADA2942FDCECB96F74B9CC29455","","30"
"103","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\985\J11B.6101.B.985.920","J11B直管\985\J11B.6101.B.985.920","J11B直管","J11B直管\985","J11B.6101.B.985.920","J11B.6101.B.985",".920","9045","2017-02-13T07:38:38.0000000Z","EF51B4909D4867662F9A28044136448224E14E1FFA23D7B0A2959E7E906124E4","","30"
"104","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\985\J11B.6101.B.985.948","J11B直管\985\J11B.6101.B.985.948","J11B直管","J11B直管\985","J11B.6101.B.985.948","J11B.6101.B.985",".948","9045","2017-02-13T07:37:56.0000000Z","55F5B6CE9754B45132D63B2654F5297D165BCB9017803FD5B4DACB4D9C2F77F2","","30"
"105","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\985\J11B.6101.B.985.954","J11B直管\985\J11B.6101.B.985.954","J11B直管","J11B直管\985","J11B.6101.B.985.954","J11B.6101.B.985",".954","9045","2017-02-13T08:03:08.0000000Z","F147612E73D0B04A4B1CD7DACB228758CF569F9D1F730FF637BA5047D5B56CFE","","30"
"106","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\985\J11B.6101.B.985.956","J11B直管\985\J11B.6101.B.985.956","J11B直管","J11B直管\985","J11B.6101.B.985.956","J11B.6101.B.985",".956","9045","2017-02-13T07:58:00.0000000Z","C573C81597F95599C085EB83B98FE819D8AA591B934DB8870F68AF5FAE882FDB","","30"
"107","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\985\J11B.6101.B.985.962","J11B直管\985\J11B.6101.B.985.962","J11B直管","J11B直管\985","J11B.6101.B.985.962","J11B.6101.B.985",".962","9045","2017-02-13T07:59:20.0000000Z","2A87BF9356E7791AE5CC8E0B517BE4AC22EE43C94B4192FA876C263C520B83B2","","30"
"108","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\985\J11B.6101.B.985.964","J11B直管\985\J11B.6101.B.985.964","J11B直管","J11B直管\985","J11B.6101.B.985.964","J11B.6101.B.985",".964","9045","2017-02-13T08:01:56.0000000Z","86388A812E3EF2A9079E5323E3D23060DE993A77F62100E17EDEE89293C56FED","","30"
"109","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\985\J11B.6101.B.985.966","J11B直管\985\J11B.6101.B.985.966","J11B直管","J11B直管\985","J11B.6101.B.985.966","J11B.6101.B.985",".966","9045","2021-02-18T06:00:36.0000000Z","DDA7FB310EC6E275482D55B8EB6F836A97102DB7D45BB021230A3EA6C7D8644B","","30"
"110","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\985\J11B.6101.B.995.925","J11B直管\985\J11B.6101.B.995.925","J11B直管","J11B直管\985","J11B.6101.B.995.925","J11B.6101.B.995",".925","9045","2017-03-02T02:44:08.0000000Z","85DEA5EEB85B0B5D4A5959AD49AE5877881417B0425E7E7A3CCA80A900A7483F","","30"
"111","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\1","J11B直管\J11BS.0740.A\1","J11B直管","J11B直管\J11BS.0740.A","1","1","","9045","2022-09-21T01:40:38.0000000Z","F16E0FF685C3A1C7C4ED38B569C37954EDE413F57152D286ECA108374FF4D1C2","numeric_name|short_name","271"
"112","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\10","J11B直管\J11BS.0740.A\10","J11B直管","J11B直管\J11BS.0740.A","10","10","","9045","2022-09-21T01:53:44.0000000Z","C43545256C64646A25516DA20A3FFB9E8F80014E7417A3C340E09F7EF6C55203","numeric_name|short_name","272"
"113","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\12","J11B直管\J11BS.0740.A\12","J11B直管","J11B直管\J11BS.0740.A","12","12","","9045","2022-09-21T02:02:28.0000000Z","0A3A2F1F237DCA16C13854681FC625F42B0FE0934303250CD305CD3CCEF2A1A1","numeric_name|short_name","272"
"114","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\17","J11B直管\J11BS.0740.A\17","J11B直管","J11B直管\J11BS.0740.A","17","17","","9045","2022-09-21T02:03:02.0000000Z","16BA56B3686DF44ABCC32BAA57998926DC32A9EE8A614A1EA637AFDE4DB01092","numeric_name|short_name","272"
"115","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\2","J11B直管\J11BS.0740.A\2","J11B直管","J11B直管\J11BS.0740.A","2","2","","9045","2022-09-21T02:05:50.0000000Z","43B5E62B8E625DCAA63C6FC20F1373B5E4F159691FDF2F68255DC9AF71ED0745","numeric_name|short_name","271"
"116","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\21","J11B直管\J11BS.0740.A\21","J11B直管","J11B直管\J11BS.0740.A","21","21","","9045","2022-09-21T01:48:34.0000000Z","7FAB7A152BFF65692F53FC8E549AD8D4E0A38953678A7151899BE02E7E332089","numeric_name|short_name","272"
"117","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\23","J11B直管\J11BS.0740.A\23","J11B直管","J11B直管\J11BS.0740.A","23","23","","9045","2022-10-11T07:32:00.0000000Z","8E2C5EF93DB589F233807360AC878D7A49321078C16C8EBF0F037C5471CE3C4C","numeric_name|short_name","272"
"118","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\27","J11B直管\J11BS.0740.A\27","J11B直管","J11B直管\J11BS.0740.A","27","27","","9045","2022-10-11T07:47:12.0000000Z","E74D39F20AB856E65092AF21048298C199C1640DCF66BB87D6F842467DDC7F23","numeric_name|short_name","272"
"119","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\29","J11B直管\J11BS.0740.A\29","J11B直管","J11B直管\J11BS.0740.A","29","29","","9045","2022-09-21T01:55:16.0000000Z","F70FFDC420EFB19DDD5B5247E1FA7237B4C201EFDDD9B8F3948062623126D9C6","numeric_name|short_name","272"
"120","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\3","J11B直管\J11BS.0740.A\3","J11B直管","J11B直管\J11BS.0740.A","3","3","","9045","2022-09-21T01:11:02.0000000Z","C50ABAD09B67E8681A6BFABAF6A80BDA77935EBF21ADCBDA9742C5A229AD4BB9","numeric_name|short_name","271"
"121","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\31","J11B直管\J11BS.0740.A\31","J11B直管","J11B直管\J11BS.0740.A","31","31","","9045","2022-09-21T01:51:14.0000000Z","FB1DAA678F5AEBA0634EC173A57B52E0C1CA50B293ABB87E20125B32AD3EAE98","numeric_name|short_name","272"
"122","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\33","J11B直管\J11BS.0740.A\33","J11B直管","J11B直管\J11BS.0740.A","33","33","","9045","2022-09-21T01:56:44.0000000Z","7DC99EAFAAE6A6BA66AB5122380971A9DD88638CD1F9570C5754961E3CED032D","numeric_name|short_name","272"
"123","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\37","J11B直管\J11BS.0740.A\37","J11B直管","J11B直管\J11BS.0740.A","37","37","","9045","2022-09-21T02:04:20.0000000Z","7C15FB0AB9D19FAEF41F8822EC0DE90D8947EC93826FDAA524D643559B1A3D89","numeric_name|short_name","272"
"124","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\4","J11B直管\J11BS.0740.A\4","J11B直管","J11B直管\J11BS.0740.A","4","4","","9045","2022-09-21T02:08:22.0000000Z","7DE3F38523DB13D115AE44308E6000308A2C89DB87552B2878B321DCCF70DA2B","numeric_name|short_name","271"
"125","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\41","J11B直管\J11BS.0740.A\41","J11B直管","J11B直管\J11BS.0740.A","41","41","","9045","2022-09-21T01:43:26.0000000Z","C25CE4CFFE02A99207D123EEFC08D7B8253C5896DC63410C642146EFE5E63021","numeric_name|short_name","272"
"126","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\43","J11B直管\J11BS.0740.A\43","J11B直管","J11B直管\J11BS.0740.A","43","43","","9045","2022-09-21T01:49:18.0000000Z","32EA798958218601FC8B55000100C8DF247E9B652E085240D3AF9A9D006281B9","numeric_name|short_name","272"
"127","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\45","J11B直管\J11BS.0740.A\45","J11B直管","J11B直管\J11BS.0740.A","45","45","","9045","2024-06-03T09:09:26.0000000Z","A6CDDECE5C2D1FB00A298D58693965B68E3D8F4F5948219B6F1D9767C5D563CF","numeric_name|short_name","272"
"128","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\47","J11B直管\J11BS.0740.A\47","J11B直管","J11B直管\J11BS.0740.A","47","47","","9045","2022-09-21T02:03:46.0000000Z","8D92161845C72383C2A033186E0CD95C595B75941C57D1ED2AFFD3A10292FDDE","numeric_name|short_name","272"
"129","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\49","J11B直管\J11BS.0740.A\49","J11B直管","J11B直管\J11BS.0740.A","49","49","","9045","2022-10-11T07:54:00.0000000Z","7962BE8E90955282EF7A928D8D2806F808D2FAB3DE8EAAFDE450F6D6741D661B","numeric_name|short_name","272"
"130","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\53","J11B直管\J11BS.0740.A\53","J11B直管","J11B直管\J11BS.0740.A","53","53","","9045","2022-10-11T07:58:00.0000000Z","D1671FE778262D89F48FF5502CB91885A30A35572CCE0347BAAD18CA22FF90EF","numeric_name|short_name","272"
"131","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\6","J11B直管\J11BS.0740.A\6","J11B直管","J11B直管\J11BS.0740.A","6","6","","9045","2022-09-21T02:07:54.0000000Z","09507BBBA705F5B6FD99CADF0A440526E2F9AEC0DD21A1F423FEC346C9ACDD9D","numeric_name|short_name","271"
"132","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\61","J11B直管\J11BS.0740.A\61","J11B直管","J11B直管\J11BS.0740.A","61","61","","9045","2022-10-11T07:56:48.0000000Z","8B725343A709CE806FC6E0E7B852023826AE026A7021DB8D9B6AC738D4FBDCF6","numeric_name|short_name","272"
"133","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\63","J11B直管\J11BS.0740.A\63","J11B直管","J11B直管\J11BS.0740.A","63","63","","9045","2022-10-11T07:57:02.0000000Z","F9148C071986F9EC7022D0768179EA656123DF091A18BD3D28DC724B9F918EBD","numeric_name|short_name","272"
"134","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\65","J11B直管\J11BS.0740.A\65","J11B直管","J11B直管\J11BS.0740.A","65","65","","9045","2022-10-11T07:52:04.0000000Z","CA42E62C18AC2E8DDDC36E4833CD3BB264A0325D76D7C9F462FCC5EEE754225A","numeric_name|short_name","272"
"135","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\69","J11B直管\J11BS.0740.A\69","J11B直管","J11B直管\J11BS.0740.A","69","69","","9045","2022-10-11T07:53:08.0000000Z","DD620F5B19CD6C317DF83C8B5DD822DCB4DCC89CE347A27E85324B0555F16945","numeric_name|short_name","272"
"136","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\7","J11B直管\J11BS.0740.A\7","J11B直管","J11B直管\J11BS.0740.A","7","7","","9045","2022-09-21T01:57:18.0000000Z","584464DEF92F4195FEB119858F35F1C5C5D43B36A530F23A8341A3AD71A4C78A","numeric_name|short_name","271"
"137","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J11B直管\J11BS.0740.A\73","J11B直管\J11BS.0740.A\73","J11B直管","J11B直管\J11BS.0740.A","73","73","","9045","2022-09-21T01:50:02.0000000Z","19B461E999EDDE2919A076BC5D853CFE4CFBC63474B7413E1B3570176EEB9791","numeric_name|short_name","272"
